,title,country,date_added,release_year,rating,listed_in,description,target
667,Follow This,United States,"November 1, 2018",2018,TV-MA,Docuseries,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,True
668,Followers,Japan,"February 27, 2020",2020,TV-MA,"International TV Shows, TV Dramas","When an aspiring actress hits it big thanks to a candid Instagram post, the lives of several Tokyo women cross as they struggle to define happiness IRL.",False
669,Food Wars!: Shokugeki no Soma,Japan,"October 1, 2020",2016,TV-MA,"Anime Series, International TV Shows, Teen TV Shows","Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.",True
671,Footprints in the Sand,United States,"October 16, 2017",2011,TV-14,"International TV Shows, TV Dramas","Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.",False
672,For the Win,United States,"December 31, 2018",2017,TV-14,Reality TV,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.,False
673,Forces of Nature,United Kingdom,"March 1, 2017",2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements.",False
674,Forensic Files,United States,"September 1, 2016",2011,TV-MA,"Crime TV Shows, Docuseries, Science & Nature TV",Detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show.,True
675,Forest of Piano,Japan,"June 24, 2019",2019,TV-14,"Anime Series, International TV Shows",Kai grows up playing an old piano discarded in the woods; Shuhei's father is a famous pianist. Their chance meeting transforms their lives and music.,True
676,Forged in Fire,United States,"November 1, 2020",2019,TV-14,Reality TV,Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.,False
677,Forget Me Not,United Kingdom,"September 18, 2017",2011,TV-MA,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?",False
678,Formula 1: Drive to Survive,United Kingdom,"February 28, 2020",2020,TV-MA,Docuseries,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing.",True
679,Four Seasons in Havana,"Spain, Cuba","December 9, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Havana slowly revolves through the year, wistful detective Mario Conde probes the sultry heart of the city to investigate dark and deadly crimes.",False
680,Frank Elstner: Just One Last Question,Germany,"June 12, 2020",2020,TV-MA,"International TV Shows, Stand-Up Comedy & Talk Shows","In his farewell show, legendary German host Frank Elstner digs deep and savors his discussions with stars such as Daniel Brühl and Lena Meyer-Landrut.",False
682,Free Rein,United States,"July 6, 2019",2019,TV-G,"British TV Shows, Kids' TV, TV Dramas","A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",True
683,Frequency,United States,"September 4, 2017",2016,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",False
684,Freud,"Austria, Germany","March 23, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",False
685,Friday Night Tykes,United States," January 17, 2018",2017,TV-PG,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.",True
687,Friends from College,United States,"January 11, 2019",2019,TV-MA,"Romantic TV Shows, TV Comedies","Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",True
688,From Dusk Till Dawn,United States,"December 5, 2016",2016,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Horror",Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,True
689,Frontier,Canada,"November 23, 2018",2018,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company.",True
690,Frozen Planet,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,"British TV Shows, Docuseries, International TV Shows",Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants.,False
691,Fugitiva,Spain,"November 23, 2018",2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies.,False
693,Fuller House,United States,"December 6, 2019",2020,TV-PG,TV Comedies,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.,True
694,Fullmetal Alchemist: Brotherhood,Japan,"January 1, 2018",2010,TV-14,"Anime Series, International TV Shows",After both suffer physical damage – brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.,True
697,Gabru: Hip Hop Revolution,India,"June 1, 2018",2018,TV-14,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",False
698,Galavant,United States," September 7, 2016",2016,TV-PG,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",True
699,GAME ON: A Comedy Crossover Event,United States,"August 10, 2020",2020,TV-G,"Kids' TV, TV Comedies","Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",False
700,Game Winning Hit,Taiwan,"September 1, 2016",2009,TV-MA,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,False
702,Gangs of Hassepur,India,"April 15, 2017",2014,TV-PG,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations.",False
704,Garth Brooks: The Road I’m On,United States,"June 2, 2020",2019,TV-PG,Docuseries,"Revealing interviews and archive footage tell the story of Garth Brooks' humble beginnings, rise to fame and unprecedented impact on country music.",False
705,Genius of the Ancient World,United Kingdom,"August 1, 2017",2015,TV-PG,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",False
706,Genius of the Modern World,United Kingdom,"August 1, 2017",2016,TV-PG,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud.",False
707,Gentefied,United States,"February 21, 2020",2020,TV-MA,"TV Comedies, TV Dramas",The Morales cousins scramble to save their grandfather's taco shop — and pursue their own dreams — as gentrification shakes up their LA neighborhood.,False
708,Gentlemen and Gangsters,Sweden,"June 1, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows","Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.",False
709,Geronimo Stilton,"Italy, Canada, France","December 31, 2017",2011,TV-Y,"Kids' TV, TV Comedies","With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,",False
710,Get Even,United Kingdom,"July 31, 2020",2020,TV-PG,"British TV Shows, Crime TV Shows, International TV Shows","In a secret act of skillful revenge, four private school classmates team up and work together to expose a string of schoolwide injustices.",False
711,Get Organized with The Home Edit,United States,"September 9, 2020",2020,TV-PG,Reality TV,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",False
712,Get Shorty,United States,"November 1, 2018",2017,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,False
713,Ghost in the Shell: SAC_2045,"Japan, United States","April 23, 2020",2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows","After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",False
714,Ghost Town Gold,United States,"October 2, 2019",2012,TV-14,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.",False
715,GHOUL,India,"August 24, 2018",2018,TV-MA,"International TV Shows, TV Dramas, TV Horror","When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival.",False
716,Gigantosaurus,United States,"July 18, 2020",2019,TV-Y,Kids' TV,"Four prehistoric friends go on an array of adventures while trying to unravel a mystery about a big, fierce creature. Based on Jonny Duddle's book.",False
717,Gilmore Girls,United States,"October 1, 2017",2006,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas","Fiercely independent single mom Lorelai raises gifted, Ivy League-bound daughter Rory amid a continual stream of quick-witted repartee.",True
